transaction_id,user_id,age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
TXN03393,U03393,22,Other,10.06,2.6,3.89,5.55,4.09,147,195,11.72,High,Yes,Moderate,1
TXN03394,U03394,22,Male,9.07,1.48,2.41,0.77,7.3,183,170,10.07,Low,No,Moderate,1
TXN03395,U03395,27,Female,10.46,5.16,2.41,1.63,6.7,247,87,11.3,Medium,Yes,Moderate,1
TXN03396,U03396,30,Female,8.21,5.28,4.12,1.64,4.02,298,139,8.92,Medium,No,Severe,1
TXN03397,U03397,31,Other,7.97,1.15,1.73,3.49,4.34,117,140,9.42,Low,Yes,Moderate,1
TXN03398,U03398,35,Male,8.21,5.33,4.72,1.82,5.93,101,97,9.21,Medium,Yes,Moderate,1
TXN03399,U03399,25,Male,9.22,3.39,5.44,1.07,4.66,126,127,10.53,High,Yes,Severe,1
TXN03400,U03400,26,Other,3.05,4.78,3.38,5.09,6.23,222,199,4.84,Medium,Yes,Severe,1
TXN03401,U03401,22,Male,6.5,4.56,4.26,3.12,4.38,232,199,7.51,High,Yes,Severe,1
TXN03402,U03402,33,Male,4.74,0.82,2.22,3.39,8.82,71,63,7.45,Low,No,,0
TXN03403,U03403,35,Female,4.53,3.05,0.2,4.28,6.13,154,116,5.38,Low,No,,0
TXN03404,U03404,32,Female,7.75,5.92,2.3,4.07,3.21,198,204,10.62,Medium,Yes,Moderate,1
TXN03405,U03405,30,Male,10.68,3.27,6.03,0.85,6.18,249,240,11.3,High,Yes,Severe,1
TXN03406,U03406,35,Other,9.05,2.58,3.61,0.63,5.36,109,180,11.04,Low,No,Moderate,1
TXN03407,U03407,32,Female,11.94,2.94,3.27,0.73,3.0,179,157,13.84,Low,No,Severe,1
TXN03408,U03408,34,Other,11.87,3.53,2.58,5.01,6.35,354,226,12.99,Medium,No,Severe,1
TXN03409,U03409,30,Other,11.26,3.02,5.34,1.25,3.0,150,145,11.94,High,Yes,Severe,1
TXN03410,U03410,31,Other,9.73,2.78,1.82,5.57,5.63,237,186,11.82,Medium,Yes,Moderate,1
TXN03411,U03411,33,Male,9.52,0.55,4.41,2.95,3.68,254,150,11.79,Low,No,Moderate,1
TXN03412,U03412,31,Male,9.61,5.31,3.71,0.63,7.37,110,150,12.08,Medium,No,Moderate,1
TXN03413,U03413,32,Other,4.8,0.93,4.07,5.85,4.24,177,126,6.27,Low,No,Mild,0
TXN03414,U03414,26,Female,11.69,1.89,3.19,1.11,6.49,165,205,12.76,Low,No,Severe,1
TXN03415,U03415,31,Female,4.21,3.4,4.1,5.57,5.68,125,142,5.34,Low,Yes,Mild,0
TXN03416,U03416,32,Female,5.65,5.84,2.96,3.8,5.24,255,171,8.26,Medium,Yes,Severe,1
TXN03417,U03417,27,Other,4.35,2.34,3.15,2.71,5.29,65,161,6.37,Medium,Yes,,0
TXN03418,U03418,31,Other,7.25,1.99,3.33,0.63,4.31,288,131,8.01,High,Yes,Moderate,1
TXN03419,U03419,25,Male,8.01,4.19,3.7,5.94,5.67,295,116,10.6,High,No,Moderate,1
TXN03420,U03420,29,Female,8.82,1.89,5.0,4.57,3.0,230,200,11.78,Low,Yes,Severe,1
TXN03421,U03421,29,Male,7.48,4.03,2.61,5.53,3.0,291,110,9.75,High,Yes,Severe,1
TXN03422,U03422,33,Other,5.09,2.51,2.59,0.67,7.78,58,124,6.62,Medium,No,,0
TXN03423,U03423,31,Female,3.68,3.83,0.95,5.49,4.08,67,192,4.45,Medium,No,Mild,0
TXN03424,U03424,28,Other,11.48,5.65,3.39,0.8,4.24,257,158,14.12,Low,No,Severe,1
TXN03425,U03425,23,Female,10.24,0.52,4.19,1.49,6.11,177,205,12.17,Medium,Yes,Moderate,1
TXN03426,U03426,24,Male,4.42,2.76,2.39,5.02,7.75,200,67,5.03,Medium,Yes,Mild,0
TXN03427,U03427,21,Male,10.32,1.01,4.28,1.89,5.78,181,73,13.2,Medium,No,Moderate,1
TXN03428,U03428,32,Female,11.95,5.49,2.63,2.21,5.49,168,170,13.3,Medium,No,Moderate,1
TXN03429,U03429,24,Other,5.56,5.39,4.29,1.95,3.27,195,68,6.45,Medium,No,Moderate,1
TXN03430,U03430,35,Other,7.84,3.24,3.04,4.02,5.42,171,209,10.67,Low,Yes,Moderate,1
TXN03431,U03431,20,Female,9.06,5.35,3.05,4.84,4.48,325,132,11.47,Low,Yes,Severe,1
TXN03432,U03432,25,Male,3.18,4.12,4.11,5.98,5.61,216,182,5.44,Medium,No,Moderate,1
TXN03433,U03433,22,Female,8.34,2.2,5.12,3.39,6.37,252,254,10.67,High,Yes,Severe,1
TXN03434,U03434,32,Male,4.17,4.0,3.86,4.46,7.81,178,78,6.64,High,Yes,Mild,0
TXN03435,U03435,18,Other,6.69,3.95,3.97,5.29,3.8,207,186,8.3,Medium,No,Mild,0
TXN03436,U03436,34,Male,4.49,3.63,1.06,4.0,4.29,87,168,5.31,Medium,No,Mild,0
TXN03437,U03437,23,Female,5.56,3.76,0.01,4.04,6.61,166,160,6.28,High,No,,0
TXN03438,U03438,29,Other,11.03,2.43,2.87,1.31,5.57,198,142,13.83,Medium,Yes,Severe,1
TXN03439,U03439,18,Female,7.63,0.61,4.21,1.69,7.93,116,191,8.95,High,No,Mild,0
TXN03440,U03440,32,Other,7.86,4.81,5.27,5.21,5.69,280,185,8.88,High,Yes,Moderate,1
TXN03441,U03441,23,Other,3.66,1.05,1.09,2.66,6.57,79,170,4.36,Medium,No,Mild,0
TXN03442,U03442,34,Other,8.25,4.72,4.14,3.01,5.09,184,72,9.86,High,No,Moderate,1
TXN03443,U03443,30,Male,11.39,2.62,2.47,2.94,3.71,155,116,12.22,Medium,No,Moderate,1
TXN03444,U03444,33,Other,8.46,0.79,5.35,0.72,4.41,327,254,9.56,High,No,Severe,1
TXN03445,U03445,28,Female,4.47,5.84,3.16,3.74,4.06,338,139,5.94,Low,No,Severe,1
TXN03446,U03446,26,Female,3.97,4.23,3.94,4.2,7.32,182,180,6.9,High,Yes,Moderate,1
TXN03447,U03447,22,Other,9.68,0.6,4.08,5.55,3.0,279,237,10.96,Medium,No,Severe,1
TXN03448,U03448,33,Other,11.62,2.49,2.93,1.73,7.23,108,230,13.23,Low,Yes,Moderate,1
TXN03449,U03449,27,Male,10.36,2.31,3.13,0.85,6.64,281,89,13.01,Medium,No,Moderate,1
TXN03450,U03450,21,Male,10.22,4.91,4.74,1.44,5.28,168,221,12.65,Medium,No,Moderate,1
TXN03451,U03451,29,Male,4.09,1.19,2.1,3.32,6.63,278,147,5.07,High,Yes,Mild,0
TXN03452,U03452,33,Female,10.51,2.61,4.79,1.44,4.6,287,237,13.28,High,Yes,Severe,1
TXN03453,U03453,30,Male,9.97,1.48,6.04,4.22,4.24,174,112,10.66,Medium,Yes,Severe,1
TXN03454,U03454,35,Other,7.43,5.23,2.51,2.29,4.81,312,114,8.71,High,No,Severe,1
TXN03455,U03455,26,Other,10.28,4.9,3.97,3.6,5.87,170,212,13.21,High,No,Moderate,1
TXN03456,U03456,26,Female,9.02,3.54,2.43,3.66,6.29,337,126,11.44,Medium,Yes,Severe,1
TXN03457,U03457,25,Other,8.99,2.78,2.93,4.06,3.16,262,93,11.73,Low,No,Moderate,1
TXN03458,U03458,21,Other,10.11,5.66,2.76,3.42,4.14,129,212,11.5,Low,No,Severe,1
TXN03459,U03459,29,Other,6.73,5.73,1.91,2.75,4.71,207,161,9.22,Low,No,Moderate,1
TXN03460,U03460,26,Female,5.11,5.97,5.47,0.51,3.0,292,185,6.47,Medium,No,Severe,1
TXN03461,U03461,31,Female,10.6,5.15,5.75,2.67,5.46,350,139,12.91,High,No,Severe,1
TXN03462,U03462,20,Other,9.88,2.36,4.13,2.28,3.0,317,128,10.98,Low,No,Severe,1
TXN03463,U03463,23,Male,4.06,4.37,4.95,5.25,5.87,339,186,6.94,Medium,Yes,Severe,1
TXN03464,U03464,18,Male,5.9,4.77,5.09,1.41,5.58,215,200,6.58,Medium,Yes,Moderate,1
TXN03465,U03465,30,Female,4.0,5.27,4.32,5.22,3.0,226,121,5.49,Low,Yes,Severe,1
TXN03466,U03466,19,Other,5.98,0.82,0.47,3.03,8.28,183,135,7.59,Medium,Yes,,0
TXN03467,U03467,27,Other,6.71,0.68,4.52,2.63,3.92,173,109,8.75,Low,Yes,Mild,0
TXN03468,U03468,34,Male,4.97,3.32,3.8,3.48,5.1,175,155,7.59,High,Yes,Mild,0
TXN03469,U03469,32,Male,6.13,2.72,2.92,2.65,6.79,100,154,9.1,High,Yes,Mild,0
TXN03470,U03470,19,Female,8.13,2.92,6.0,1.92,5.76,276,180,8.67,Low,Yes,Severe,1
TXN03471,U03471,22,Female,9.54,0.98,4.94,2.6,6.34,223,81,10.73,High,Yes,Moderate,1
TXN03472,U03472,30,Other,5.78,3.85,3.32,4.88,8.16,184,76,7.4,Medium,No,,0
TXN03473,U03473,26,Male,9.03,1.42,4.84,1.69,3.38,235,169,11.13,Medium,Yes,Moderate,1
TXN03474,U03474,20,Female,6.28,3.32,1.9,1.83,6.53,295,70,6.85,Medium,Yes,Moderate,1
TXN03475,U03475,27,Female,5.53,1.94,3.08,4.25,6.96,104,40,7.54,Low,No,,0
TXN03476,U03476,35,Other,8.08,1.01,5.06,3.94,3.23,265,106,9.67,High,Yes,Moderate,1
TXN03477,U03477,34,Female,10.6,2.84,4.31,4.02,6.62,223,83,13.33,Medium,No,Moderate,1
TXN03478,U03478,31,Male,10.84,2.64,2.81,4.68,5.18,338,245,12.04,Low,No,Severe,1
TXN03479,U03479,35,Other,11.72,2.38,4.48,5.88,4.59,196,92,12.86,High,No,Severe,1
TXN03480,U03480,28,Female,9.31,1.47,5.59,0.68,3.16,111,158,9.97,High,No,Moderate,1
TXN03481,U03481,29,Other,8.31,3.85,2.31,1.34,4.3,167,227,11.13,Medium,No,Moderate,1
TXN03482,U03482,26,Male,8.31,5.14,5.06,5.63,3.72,182,84,10.31,Low,Yes,Moderate,1
TXN03483,U03483,30,Other,5.09,1.94,3.29,1.24,4.35,247,164,7.33,Medium,Yes,Mild,0
TXN03484,U03484,27,Other,10.65,1.41,4.42,1.79,5.06,217,184,11.81,High,No,Severe,1
TXN03485,U03485,23,Male,3.82,3.37,0.82,1.16,6.62,141,162,5.33,Medium,Yes,Mild,0
TXN03486,U03486,24,Male,8.6,4.7,3.85,2.53,6.49,165,142,10.28,Low,Yes,Severe,1
TXN03487,U03487,21,Other,7.17,5.43,4.86,1.32,7.31,146,102,8.37,Medium,Yes,Moderate,1
TXN03488,U03488,24,Female,8.12,4.89,3.53,3.67,4.85,201,107,10.0,Medium,Yes,Moderate,1
TXN03489,U03489,18,Male,3.11,4.4,5.83,2.29,3.57,258,101,6.11,Medium,Yes,Severe,1
TXN03490,U03490,33,Male,10.72,3.48,4.48,1.53,5.41,258,202,13.09,High,Yes,Severe,1
TXN03491,U03491,31,Female,10.89,1.36,4.96,5.28,6.38,310,145,12.34,High,Yes,Severe,1
TXN03492,U03492,35,Male,4.2,4.22,3.27,4.66,7.12,260,86,7.13,Medium,No,Moderate,1
TXN03493,U03493,20,Female,6.33,5.18,4.94,2.97,3.0,323,145,8.92,Low,No,Severe,1
TXN03494,U03494,28,Other,9.81,5.18,3.78,4.33,4.8,278,189,10.53,Medium,No,Moderate,1
TXN03495,U03495,18,Other,10.76,4.3,5.0,1.86,3.73,239,205,13.11,Low,Yes,Moderate,1
TXN03496,U03496,25,Female,11.86,5.28,3.96,5.05,4.14,316,183,14.47,High,No,Severe,1
TXN03497,U03497,27,Female,5.99,1.37,2.11,2.61,7.93,94,43,7.84,High,Yes,Mild,0
TXN03498,U03498,26,Male,9.09,4.9,2.93,3.61,5.4,156,143,10.88,Medium,Yes,Severe,1
TXN03499,U03499,31,Other,8.13,4.89,2.41,3.79,4.43,99,163,10.28,High,Yes,Moderate,1
TXN03500,U03500,22,Male,3.64,1.3,2.33,6.0,6.2,98,62,5.35,Medium,No,,0
TXN03501,U03501,25,Other,6.79,1.55,1.65,2.57,4.4,256,171,9.57,Medium,Yes,Moderate,1
TXN03502,U03502,27,Other,3.66,1.68,0.67,3.41,7.27,192,15,5.85,High,No,,0
TXN03503,U03503,20,Other,3.83,5.43,4.24,2.05,5.45,177,192,4.39,Medium,Yes,Severe,1
TXN03504,U03504,34,Female,5.58,4.8,3.49,4.91,4.3,324,118,8.18,Low,No,Severe,1
TXN03505,U03505,31,Male,4.91,3.57,4.61,4.77,4.03,205,59,7.12,High,Yes,Mild,0
TXN03506,U03506,34,Male,11.03,4.34,1.79,3.75,5.01,214,149,13.93,Medium,No,Moderate,1
TXN03507,U03507,35,Male,4.09,4.68,1.73,4.96,6.72,210,136,5.75,High,Yes,Moderate,1
TXN03508,U03508,21,Male,4.44,2.63,2.48,2.92,6.24,75,29,5.27,Low,Yes,,0
TXN03509,U03509,33,Other,7.75,2.96,3.8,2.2,6.86,277,75,9.48,Medium,Yes,Mild,0
TXN03510,U03510,28,Male,8.5,1.42,4.06,0.63,3.28,222,178,9.33,Medium,Yes,Severe,1
TXN03511,U03511,35,Male,10.99,1.07,4.7,1.74,6.3,129,107,12.64,High,Yes,Severe,1
TXN03512,U03512,25,Other,6.57,4.0,1.42,3.49,3.78,110,154,9.46,Low,Yes,Mild,0
TXN03513,U03513,27,Male,3.04,5.26,5.42,2.63,3.84,346,150,5.58,Low,No,Severe,1
TXN03514,U03514,33,Male,4.41,3.98,1.13,0.77,7.71,161,16,5.99,Low,No,,0
TXN03515,U03515,24,Male,6.26,1.12,3.21,1.53,3.49,107,74,7.54,High,No,Moderate,1
TXN03516,U03516,33,Other,5.2,5.33,3.05,0.91,6.18,176,90,6.22,High,Yes,Moderate,1
TXN03517,U03517,30,Male,6.99,0.8,5.06,3.73,7.12,292,103,8.22,Low,No,Moderate,1
TXN03518,U03518,24,Female,6.04,3.97,3.28,2.36,3.96,102,121,8.53,Low,No,Moderate,1
TXN03519,U03519,24,Female,4.99,1.06,2.08,3.27,6.86,62,181,6.24,Medium,Yes,Mild,0
TXN03520,U03520,29,Other,3.39,4.42,4.12,1.83,3.0,225,182,3.9,Low,Yes,Severe,1
TXN03521,U03521,29,Other,10.81,2.48,4.47,4.49,7.18,189,138,12.92,Low,Yes,Moderate,1
TXN03522,U03522,18,Other,4.26,1.43,0.38,5.88,4.97,153,155,7.09,Low,No,,0
TXN03523,U03523,21,Other,10.66,4.71,2.53,5.83,3.0,315,238,13.47,Medium,No,Severe,1
TXN03524,U03524,29,Other,10.22,2.04,1.98,2.65,3.62,127,228,12.99,High,No,Moderate,1
TXN03525,U03525,31,Male,6.11,3.46,3.77,4.0,7.44,218,167,8.57,Low,Yes,Mild,0
TXN03526,U03526,26,Female,10.61,5.7,6.32,0.94,3.0,183,188,13.07,Medium,Yes,Severe,1
TXN03527,U03527,30,Female,9.77,0.99,3.57,1.28,6.44,345,210,10.56,High,No,Severe,1
TXN03528,U03528,24,Other,3.58,2.13,3.12,2.45,8.01,68,52,4.44,High,Yes,Mild,0
TXN03529,U03529,29,Female,5.75,1.58,1.26,5.51,5.64,227,129,7.97,High,No,,0
TXN03530,U03530,20,Other,3.34,4.81,2.5,3.36,3.0,207,104,5.45,Low,No,Severe,1
TXN03531,U03531,27,Female,6.98,1.33,1.59,0.53,5.03,180,55,9.44,Low,Yes,Mild,0
TXN03532,U03532,23,Other,6.02,5.49,2.41,4.12,3.75,280,88,7.65,Low,Yes,Moderate,1
TXN03533,U03533,29,Other,5.69,0.88,1.48,4.23,4.93,83,129,7.73,Medium,No,,0
TXN03534,U03534,21,Other,7.01,3.87,2.45,5.16,6.24,248,226,9.77,Low,Yes,Moderate,1
TXN03535,U03535,29,Female,6.91,1.1,4.85,4.8,7.14,162,163,8.1,Medium,No,Moderate,1
TXN03536,U03536,32,Other,8.0,2.46,1.48,5.44,6.2,145,54,10.36,Low,No,Mild,0
TXN03537,U03537,22,Male,6.21,5.36,5.92,3.68,3.0,235,120,6.73,High,No,Severe,1
TXN03538,U03538,26,Other,5.15,4.22,3.01,4.26,3.0,188,137,8.0,High,No,Severe,1
TXN03539,U03539,21,Male,7.83,5.8,5.84,3.6,5.94,134,179,8.79,Low,Yes,Severe,1
TXN03540,U03540,18,Male,11.74,3.19,5.16,4.54,5.34,297,78,12.81,High,No,Moderate,1
TXN03541,U03541,31,Male,8.74,3.05,4.01,1.28,5.2,141,238,11.4,Low,Yes,Severe,1
TXN03542,U03542,33,Female,10.93,3.68,1.74,2.45,5.08,284,143,12.3,High,No,Moderate,1
TXN03543,U03543,21,Female,11.01,1.86,4.22,2.89,3.03,289,168,12.12,High,No,Severe,1
TXN03544,U03544,33,Male,6.82,2.23,4.46,3.94,6.23,101,144,7.89,High,No,Mild,0
TXN03545,U03545,26,Female,11.53,3.19,2.57,4.22,4.96,145,236,13.7,Low,No,Severe,1
TXN03546,U03546,28,Male,9.15,5.87,5.3,1.96,5.98,168,113,9.7,Medium,No,Moderate,1
TXN03547,U03547,34,Female,7.0,4.96,3.79,4.03,6.27,98,155,9.53,High,Yes,Moderate,1
TXN03548,U03548,18,Male,4.44,1.97,3.46,2.85,5.58,84,70,6.1,High,Yes,,0
TXN03549,U03549,20,Male,7.73,1.95,2.75,1.54,6.77,213,95,10.24,High,Yes,Moderate,1
TXN03550,U03550,20,Other,3.98,5.99,3.45,5.59,3.67,203,117,5.12,High,No,Moderate,1
TXN03551,U03551,29,Female,5.81,2.04,3.86,5.62,8.07,126,93,7.44,Low,Yes,,0
TXN03552,U03552,34,Other,7.8,3.76,2.42,1.77,6.57,59,43,9.66,High,No,Mild,0
TXN03553,U03553,24,Other,3.41,2.14,2.67,3.11,7.81,247,41,4.92,Medium,Yes,,0
TXN03554,U03554,26,Female,11.07,3.3,4.08,4.63,5.92,162,137,13.94,High,Yes,Moderate,1
TXN03555,U03555,20,Female,7.21,1.94,2.31,5.6,7.35,172,95,9.62,Medium,Yes,Mild,0
TXN03556,U03556,24,Male,9.21,3.34,3.16,5.51,5.53,275,141,11.01,Low,No,Severe,1
TXN03557,U03557,25,Other,3.03,5.44,4.5,4.56,3.35,153,110,4.53,Medium,No,Severe,1
TXN03558,U03558,23,Other,9.53,1.59,4.36,2.74,6.54,142,124,12.34,Medium,Yes,Moderate,1
TXN03559,U03559,33,Male,10.29,4.8,2.01,0.91,4.45,143,213,11.25,High,Yes,Moderate,1
TXN03560,U03560,20,Male,4.8,3.18,2.43,4.08,4.8,134,58,7.58,Medium,No,Mild,0
TXN03561,U03561,22,Other,7.6,2.2,5.58,3.1,4.76,266,129,9.43,Low,Yes,Moderate,1
TXN03562,U03562,18,Other,5.23,0.98,2.72,0.91,6.09,226,102,6.84,High,Yes,Mild,0
TXN03563,U03563,25,Female,11.48,5.98,5.51,5.41,6.44,327,137,13.95,High,Yes,Severe,1
TXN03564,U03564,29,Male,5.25,2.24,4.11,2.82,6.02,93,102,8.12,Low,Yes,Mild,0
TXN03565,U03565,27,Other,10.33,2.78,5.84,0.97,4.04,352,130,11.41,Low,No,Severe,1
TXN03566,U03566,18,Female,3.58,3.67,2.34,0.71,4.08,235,59,6.2,High,Yes,Mild,0
TXN03567,U03567,32,Other,3.95,5.91,5.86,0.7,4.63,318,197,4.77,High,No,Severe,1
TXN03568,U03568,28,Female,6.62,1.68,3.39,4.06,5.4,269,82,8.32,Low,Yes,Moderate,1
TXN03569,U03569,31,Female,3.23,2.79,3.03,3.86,7.43,104,178,3.9,Low,No,,0
TXN03570,U03570,29,Female,9.95,2.1,4.39,3.77,4.03,146,171,11.46,High,Yes,Moderate,1
TXN03571,U03571,29,Other,6.75,0.97,4.24,2.0,4.7,178,155,8.45,Medium,No,Mild,0
TXN03572,U03572,26,Female,11.68,3.28,4.06,3.45,5.17,330,221,14.46,Low,No,Severe,1
TXN03573,U03573,35,Male,10.89,5.47,2.36,3.91,7.35,99,137,11.72,Medium,No,Moderate,1
TXN03574,U03574,29,Male,10.49,2.64,4.96,1.35,6.54,332,222,11.42,Medium,Yes,Severe,1
TXN03575,U03575,18,Male,11.66,2.91,4.04,4.7,4.75,125,147,14.25,High,Yes,Severe,1
TXN03576,U03576,33,Male,5.3,3.94,1.75,5.41,6.97,22,146,7.63,Medium,No,,0
TXN03577,U03577,34,Other,6.72,5.19,4.06,3.76,7.03,90,191,9.34,High,Yes,Moderate,1
TXN03578,U03578,20,Female,5.11,3.92,0.93,4.22,7.27,205,114,6.06,Low,Yes,Mild,0
TXN03579,U03579,32,Female,6.28,2.26,2.01,2.58,6.56,197,58,9.21,High,No,Mild,0
TXN03580,U03580,30,Male,3.53,5.39,5.56,3.13,5.26,250,137,4.32,High,No,Moderate,1
TXN03581,U03581,31,Female,11.35,5.05,4.03,5.86,5.13,142,177,12.33,Low,No,Severe,1
TXN03582,U03582,18,Male,10.24,1.4,2.77,2.56,5.6,269,216,10.97,Low,No,Moderate,1
TXN03583,U03583,30,Male,10.8,5.86,3.71,2.33,5.66,192,190,13.26,Medium,Yes,Severe,1
TXN03584,U03584,31,Other,3.19,1.57,4.28,3.51,7.36,134,195,5.45,Medium,No,Mild,0
TXN03585,U03585,19,Female,7.92,4.8,5.35,4.97,3.42,209,146,9.71,Low,No,Moderate,1
TXN03586,U03586,18,Female,4.74,5.9,5.35,3.4,4.07,116,100,7.24,Medium,Yes,Moderate,1
TXN03587,U03587,19,Other,10.79,1.37,4.57,3.84,6.86,243,230,13.01,Medium,Yes,Moderate,1
TXN03588,U03588,23,Male,3.76,1.59,4.77,4.42,5.19,167,195,5.79,Low,Yes,Mild,0
TXN03589,U03589,28,Female,6.61,4.8,5.81,3.56,3.0,188,104,8.06,Low,No,Severe,1
TXN03590,U03590,34,Female,11.78,2.93,2.69,4.25,3.0,326,103,12.99,Low,No,Severe,1
TXN03591,U03591,33,Other,11.59,5.98,4.82,4.92,5.05,289,141,13.95,High,Yes,Severe,1
TXN03592,U03592,30,Female,7.31,3.07,3.96,3.09,4.38,205,214,10.26,Low,Yes,Moderate,1
TXN03593,U03593,26,Other,9.03,5.57,4.55,3.94,5.19,355,166,10.04,High,Yes,Severe,1
TXN03594,U03594,32,Other,6.63,2.03,1.28,4.21,5.44,124,179,8.43,High,No,Mild,0
TXN03595,U03595,33,Other,7.66,1.78,4.45,5.93,5.04,193,101,8.97,Low,No,Mild,0
TXN03596,U03596,27,Other,10.11,1.93,3.52,3.02,4.14,217,166,11.29,High,Yes,Severe,1
TXN03597,U03597,31,Other,3.57,3.81,1.01,5.05,5.23,141,85,6.33,Medium,No,,0
TXN03598,U03598,25,Female,8.5,5.62,3.93,0.54,4.12,168,233,11.35,Low,Yes,Severe,1
TXN03599,U03599,34,Other,11.55,3.85,2.06,5.47,5.42,255,160,13.39,Medium,No,Moderate,1
TXN03600,U03600,33,Other,6.22,1.08,3.9,4.2,3.87,295,218,8.29,Medium,No,Moderate,1
TXN03601,U03601,33,Female,9.22,2.17,4.31,2.67,4.0,285,187,11.66,Low,No,Moderate,1
TXN03602,U03602,31,Male,9.58,4.54,5.0,2.76,4.72,149,122,11.99,Medium,Yes,Moderate,1
TXN03603,U03603,18,Female,11.45,1.28,5.6,1.21,5.18,282,222,13.0,Low,No,Severe,1
TXN03604,U03604,29,Female,10.28,2.02,4.35,0.67,3.51,225,166,11.45,Low,No,Severe,1
TXN03605,U03605,21,Other,4.19,4.09,3.92,0.77,4.53,133,109,6.44,High,Yes,Severe,1
TXN03606,U03606,23,Other,7.79,5.54,5.56,3.74,5.8,215,153,10.44,Medium,Yes,Severe,1
TXN03607,U03607,29,Male,6.59,2.84,3.28,0.72,7.07,243,108,9.28,Low,Yes,Moderate,1
TXN03608,U03608,27,Female,3.13,2.0,4.61,5.6,6.57,138,171,5.35,High,Yes,Mild,0
TXN03609,U03609,34,Male,6.76,5.15,4.21,1.46,4.92,276,211,9.12,Low,Yes,Moderate,1
TXN03610,U03610,28,Male,6.92,5.13,3.64,1.35,3.0,193,155,9.41,Medium,No,Severe,1
TXN03611,U03611,31,Male,10.82,4.45,5.38,5.36,6.69,273,158,11.45,Medium,No,Moderate,1
TXN03612,U03612,24,Male,3.7,2.19,3.35,5.66,8.16,282,102,5.87,High,No,Mild,0
TXN03613,U03613,24,Other,5.3,6.0,3.08,5.41,4.53,199,81,6.12,High,Yes,Moderate,1
TXN03614,U03614,26,Female,9.64,2.76,4.3,2.9,4.26,103,84,12.32,High,Yes,Moderate,1
TXN03615,U03615,24,Other,10.45,5.9,3.76,4.98,3.28,171,177,12.52,Medium,Yes,Severe,1
TXN03616,U03616,18,Male,7.47,5.94,1.94,4.67,6.42,219,137,10.39,Medium,No,Moderate,1
TXN03617,U03617,26,Male,9.97,3.05,3.49,0.99,6.01,206,94,11.41,High,Yes,Severe,1
TXN03618,U03618,29,Male,9.04,2.23,2.68,4.42,3.25,105,167,11.08,High,No,Moderate,1
TXN03619,U03619,29,Female,9.94,3.0,4.96,1.36,3.17,125,149,10.74,High,No,Severe,1
TXN03620,U03620,25,Other,11.69,3.78,2.6,5.41,6.31,230,69,13.91,Medium,Yes,Moderate,1
TXN03621,U03621,23,Other,10.02,4.52,3.24,3.66,6.3,137,210,11.92,Low,Yes,Severe,1
TXN03622,U03622,24,Male,8.24,5.17,3.36,1.99,5.39,286,143,11.1,High,Yes,Severe,1
TXN03623,U03623,18,Female,11.04,4.25,5.48,2.52,3.66,310,187,13.59,High,No,Severe,1
TXN03624,U03624,30,Male,10.17,4.53,3.37,4.3,6.65,297,123,12.16,High,No,Moderate,1
TXN03625,U03625,18,Female,8.21,2.43,6.28,3.28,3.69,238,230,9.81,Low,Yes,Severe,1
TXN03626,U03626,23,Other,9.53,5.07,3.37,2.95,3.0,299,108,11.43,High,No,Severe,1
TXN03627,U03627,34,Other,5.63,4.66,4.94,4.52,5.85,317,164,6.98,Medium,Yes,Severe,1
TXN03628,U03628,30,Male,8.76,0.52,3.24,1.36,3.0,261,253,10.53,Medium,No,Severe,1
TXN03629,U03629,35,Female,10.84,4.15,2.54,2.38,6.52,157,101,11.97,High,Yes,Severe,1
TXN03630,U03630,24,Other,8.23,3.98,5.7,5.56,3.23,251,138,10.26,Low,Yes,Severe,1
TXN03631,U03631,26,Male,10.42,4.78,1.65,3.13,5.76,236,188,11.12,High,Yes,Moderate,1
TXN03632,U03632,23,Female,3.52,1.58,1.59,5.5,7.25,186,33,5.86,High,No,,0
TXN03633,U03633,20,Male,11.81,4.77,3.97,4.14,3.34,141,97,13.53,High,Yes,Severe,1
TXN03634,U03634,32,Male,6.07,2.52,5.55,4.39,5.35,117,114,6.6,Low,Yes,Moderate,1
TXN03635,U03635,34,Other,4.99,1.0,1.43,3.63,3.91,269,166,6.23,High,No,Mild,0
TXN03636,U03636,26,Male,4.9,0.71,1.51,4.92,5.17,239,75,5.64,Medium,Yes,,0
TXN03637,U03637,27,Female,6.44,4.57,6.34,3.11,3.0,137,190,7.09,Medium,Yes,Severe,1
TXN03638,U03638,34,Female,7.78,3.9,1.89,1.17,3.43,105,182,8.68,High,Yes,Moderate,1
TXN03639,U03639,35,Other,9.48,4.5,5.02,3.01,5.41,321,190,10.66,High,No,Severe,1
TXN03640,U03640,29,Female,7.09,2.51,3.97,5.38,6.53,147,167,9.16,High,No,Moderate,1
TXN03641,U03641,20,Female,10.5,0.61,4.73,3.9,4.88,339,250,11.54,Medium,No,Severe,1
TXN03642,U03642,23,Female,4.95,0.74,0.02,2.24,5.46,87,69,5.51,High,Yes,,0
TXN03643,U03643,19,Other,3.02,1.35,4.61,3.08,5.22,169,128,4.03,High,No,Mild,0
TXN03644,U03644,20,Male,11.54,1.66,2.16,0.94,5.02,299,101,14.09,High,Yes,Moderate,1
